# ID,Mahalanobis,Angle-based Outlier Detector (ABOD),Cluster-based Local Outlier Factor (CBLOF),Feature Bagging,Histogram-base Outlier Detection (HBOS),Isolation Forest,K Nearest Neighbors (KNN),Average KNN,Local Outlier Factor
AP00093,0,0,0,0,0,0,0,0,0
AP00094,0,0,0,0,1,0,0,0,0
AP00095,0,0,0,0,0,0,0,0,0
AP00096,0,0,0,0,1,1,0,0,0
AP00097,0,0,0,0,1,1,0,0,0
AP00098,0,0,0,0,0,0,0,0,0
AP00099,0,0,0,0,0,0,0,0,0
AP00100,0,0,0,0,1,0,0,0,0
AP00101,0,0,0,0,0,0,0,0,0
AP00102,0,0,0,0,0,0,0,0,0
AP00103,0,0,0,0,0,0,0,0,0
AP00104,1,0,0,0,0,0,0,0,0
AP00105,0,0,0,0,1,0,0,0,0
AP00106,0,0,0,0,1,0,0,0,0
AP00107,0,0,0,0,1,0,0,0,0
AP00108,0,0,0,0,1,0,0,0,0
AP00109,1,0,0,0,0,0,0,0,0
AP00110,0,0,0,0,0,0,0,0,0
AP00111,1,0,0,0,0,0,0,0,0
AP00112,0,0,0,0,1,0,0,0,0
AP00113,0,0,0,0,0,0,0,0,0
AP00114,0,0,0,0,0,0,0,0,0
AP00115,0,0,0,0,0,0,0,0,0
AP00116,0,0,0,0,0,0,0,0,0
AP00117,0,0,0,0,0,0,0,0,0
AP00118,0,0,0,0,0,0,0,0,0
AP00119,0,0,0,0,0,0,0,0,0
AP00120,0,0,0,0,0,0,0,0,0
AP00121,0,0,0,0,0,0,0,0,0
AP00122,0,0,0,0,0,0,0,0,0
AP00123,0,0,0,0,0,0,0,0,0
AP00124,0,0,0,0,0,0,0,0,0
AP00125,0,0,0,0,0,0,0,0,0
AP00126,0,0,0,0,0,0,0,0,0
AP00127,0,0,0,0,0,0,0,0,0
AP00128,0,0,0,0,0,0,0,0,0
AP00129,0,0,0,0,0,0,0,0,0
AP00130,0,0,0,0,0,0,0,0,0
AP00131,0,0,0,0,0,0,0,0,0
AP00132,0,0,0,0,0,0,0,0,0
AP00133,0,0,0,0,0,0,0,0,0
AP00134,0,0,0,0,0,0,0,0,0
AP00135,0,0,0,0,0,0,0,0,0
AP00136,0,0,0,0,0,0,0,0,0
AP00137,0,0,0,0,0,0,0,0,0
AP00138,0,0,0,0,0,0,0,0,0
AP00139,0,0,0,0,0,0,0,0,0
AP00140,0,0,0,0,0,0,0,0,0
AP00141,1,1,1,1,1,1,1,1,0
AP00142,0,0,0,0,0,0,0,0,0
AP00143,0,0,0,0,0,0,0,0,0
AP00144,0,0,0,0,0,0,0,0,0
AP00145,0,1,0,0,0,0,0,0,0
AP00146,0,0,0,0,0,0,0,0,0
AP00147,0,0,0,0,0,0,0,0,0
AP00148,0,0,0,0,0,0,0,0,0
AP00149,0,0,0,0,0,0,0,0,0
AP00150,1,0,0,0,0,1,0,0,0
AP00151,0,0,0,0,0,0,0,0,0
AP00152,0,0,0,1,1,0,1,0,1
AP00153,0,0,0,0,0,0,0,0,0
AP00154,0,0,0,0,0,0,0,0,0
AP00155,0,0,0,0,0,0,0,0,0
AP00156,0,1,1,0,0,1,1,1,1
AP00157,0,0,0,0,0,0,0,0,0
AP00158,0,0,0,0,0,0,0,0,0
AP00159,0,0,0,0,0,0,0,0,0
AP00160,0,0,0,0,0,0,0,0,0
AP00161,0,0,0,0,0,0,0,0,0
AP00162,0,0,0,0,0,0,0,0,0
AP00163,0,0,0,0,0,0,0,0,0
AP00164,0,0,0,0,0,0,0,0,0
AP00165,0,0,0,0,0,0,0,0,0
AP00166,0,0,0,0,0,0,0,0,0
AP00167,0,0,0,0,0,0,0,0,0
AP00168,0,0,0,0,0,0,0,0,0
AP00169,0,0,0,1,0,0,0,0,0
AP00170,0,0,0,0,0,0,0,0,0
AP00171,0,0,0,0,0,0,0,0,0
AP00172,0,0,0,1,0,0,0,0,1
AP00173,0,0,0,0,0,0,0,0,0
AP00174,0,0,0,0,0,0,0,0,0
AP00175,1,1,0,1,0,0,0,0,0
AP00176,0,1,0,0,0,0,0,0,0
AP00177,0,1,0,0,0,0,0,0,0
AP00178,0,1,0,0,0,0,0,0,0
AP00179,0,0,0,0,0,0,0,0,0
AP00180,0,0,0,0,0,0,0,0,0
AP00181,0,0,0,0,0,0,0,0,0
AP00182,0,0,0,0,0,0,0,0,0
AP00183,0,0,0,0,0,0,0,0,0
AP00184,0,0,0,0,1,1,0,1,0
AP00185,0,0,0,0,0,0,0,0,0
AP00186,0,0,0,0,0,0,0,0,0
AP00187,0,0,0,0,0,0,0,0,0
AP00188,0,0,0,0,0,0,0,0,0
AP00189,0,0,0,0,0,0,0,0,0
AP00190,0,0,0,0,0,0,0,0,0
AP00191,0,0,0,0,0,0,0,0,0
AP00192,1,0,0,0,0,0,1,1,0
AP00193,0,0,0,0,0,0,0,0,0
AP00194,0,0,1,0,0,0,0,0,0
AP00195,0,0,0,0,0,0,0,0,0
AP00196,0,0,0,0,0,0,0,0,0
AP00197,0,0,0,0,0,0,0,0,0
AP00198,0,0,0,0,0,0,0,0,0
AP00199,0,0,0,0,0,0,0,0,0
AP00200,0,0,0,0,0,0,0,0,0
AP00201,0,0,0,0,0,0,0,0,0
AP00202,1,0,1,0,0,0,0,0,0
AP00203,1,0,1,0,0,0,0,0,0
AP00204,0,0,0,0,0,0,0,0,0
AP00205,0,0,0,0,0,0,0,0,0
AP00206,0,0,0,0,0,0,0,0,0
AP00207,0,0,0,0,0,0,0,0,0
AP00208,0,0,0,0,0,0,0,0,0
AP00209,0,0,0,0,0,0,0,0,0
AP00210,0,0,0,0,0,0,0,0,0
AP00211,0,0,0,0,0,0,0,0,0
AP00212,1,0,0,0,0,0,0,0,0
AP00213,1,0,0,0,0,0,0,0,0
AP00214,0,0,0,0,0,0,0,0,0
AP00215,0,0,0,0,0,0,0,0,0
AP00216,0,0,0,0,0,0,0,0,0
AP00217,0,0,0,0,0,0,0,0,0
AP00218,0,0,0,0,0,0,0,0,0
AP00219,0,0,0,0,0,0,0,0,0
AP00220,0,0,0,0,0,0,0,0,0
AP00221,0,0,0,0,0,0,0,0,0
AP00222,0,0,0,0,0,0,0,0,0
AP00223,0,0,0,0,0,0,0,0,0
AP00224,0,0,0,0,0,0,0,0,0
AP00225,0,0,0,0,0,0,0,0,0
AP00226,0,0,0,0,0,0,0,0,0
AP00227,0,0,0,0,0,0,0,0,0
AP00228,0,0,0,0,0,0,0,0,0
AP00229,1,0,0,0,0,0,0,0,0
AP00230,0,0,0,0,0,0,0,0,0
AP00231,0,0,0,0,0,0,0,0,0
AP00232,0,0,0,0,0,0,0,0,0
AP00233,0,0,0,0,0,0,0,0,0
AP00234,0,0,0,0,0,0,0,0,0
AP00235,0,0,0,0,0,0,0,0,0
AP00236,0,0,0,0,0,0,0,0,0
AP00237,0,0,0,0,0,0,0,0,0
AP00238,0,0,0,0,0,0,1,0,0
AP00239,0,0,0,0,0,0,0,0,0
AP00240,0,0,0,0,0,0,0,0,0
AP00241,0,0,0,0,0,0,0,0,0
AP00242,0,0,0,0,0,0,0,0,0
AP00243,0,0,0,0,0,0,0,0,0
AP00244,0,0,0,0,0,0,0,0,0
AP00245,0,0,0,0,0,0,0,0,0
AP00246,0,0,0,0,0,0,0,0,0
AP00247,0,0,0,0,0,0,0,0,0
AP00248,0,0,0,0,0,0,0,0,0
AP00249,0,0,0,0,0,0,0,0,0
AP00250,0,0,0,0,0,0,0,0,0
AP00251,0,0,0,0,0,0,0,0,0
AP00252,0,0,0,0,0,0,0,0,0
AP00253,0,0,0,0,0,0,0,0,0
AP00254,0,0,0,0,0,0,0,0,0
AP00255,0,0,0,0,0,0,0,0,0
AP00256,0,0,0,0,0,0,0,0,0
AP00257,0,0,0,0,0,0,0,0,0
AP00258,0,0,0,0,0,0,0,0,0
AP00259,0,0,0,0,0,0,0,0,0
AP00260,0,0,0,0,0,0,0,0,0
AP00261,0,0,0,0,0,0,0,0,0
AP00262,0,0,0,0,0,0,0,0,0
AP00263,0,0,0,0,0,0,0,0,0
AP00264,0,0,0,0,0,0,0,0,0
AP00265,0,0,0,0,0,0,0,0,0
AP00266,0,0,0,0,0,0,0,0,0
AP00267,0,0,0,0,0,0,0,0,0
AP00268,0,0,0,0,0,0,0,0,0
AP00269,0,0,0,0,0,0,0,0,0
AP00270,1,0,1,0,0,0,0,0,0
AP00271,1,1,0,1,0,0,1,1,1
AP00272,0,0,0,0,0,0,0,0,0
AP00273,0,0,0,0,0,0,0,0,0
AP00274,0,0,0,0,0,0,0,0,0
AP00275,0,0,0,0,0,0,0,0,0
AP00276,0,0,0,0,0,0,0,0,0
AP00277,0,0,0,0,0,0,0,0,0
AP00278,0,0,0,0,0,0,0,0,0
AP00279,0,0,0,0,0,0,0,0,0
AP00280,0,0,0,0,0,0,0,0,0
AP00281,0,0,0,0,0,0,0,0,0
AP00282,0,0,0,0,0,0,0,0,0
AP00283,0,0,0,0,0,0,0,0,0
AP00284,0,0,0,0,0,0,0,0,0
AP00285,0,0,0,0,0,0,0,0,0
AP00286,1,0,0,0,0,0,0,0,0
AP00287,0,0,0,0,0,0,0,0,0
AP00288,1,0,0,0,0,0,0,0,0
AP00289,0,0,0,0,0,0,0,0,0
AP00290,0,0,0,0,0,0,0,0,0
AP00291,0,0,0,0,0,0,0,0,0
AP00292,0,0,0,0,0,0,0,0,0
AP00293,0,0,0,0,0,0,0,0,0
AP00294,0,1,0,0,0,0,0,0,0
AP00295,0,1,0,0,0,0,0,0,0
AP00296,0,0,0,0,0,0,0,0,0
AP00297,0,0,0,0,0,0,0,0,0
AP00298,0,0,0,0,0,0,0,0,0
AP00299,0,0,0,0,0,0,0,0,0
AP00300,0,0,0,0,0,0,0,0,0
AP00301,0,0,0,0,0,0,0,0,0
AP00302,1,0,1,0,0,0,1,1,0
AP00303,1,0,0,0,0,0,1,1,0
AP00304,0,0,0,0,0,0,0,0,0
AP00305,1,0,0,0,0,0,1,1,0
AP00306,1,0,0,1,0,0,1,1,1
AP00307,0,0,0,0,0,0,0,0,0
AP00308,1,0,0,0,0,0,0,0,0
AP00309,0,0,0,0,0,0,0,0,0
AP00310,0,0,0,0,0,0,0,0,0
AP00311,0,0,0,0,0,0,0,0,0
AP00312,1,0,0,0,0,0,0,0,0
AP00313,0,0,0,0,0,0,0,0,0
AP00314,0,0,0,0,0,0,0,0,0
AP00315,0,0,0,0,0,0,0,0,0
AP00316,0,0,0,0,0,0,0,0,0
AP00317,0,0,0,0,0,0,0,0,0
AP00318,0,0,0,0,0,0,0,0,0
AP00319,0,0,0,0,0,0,0,0,0
AP00320,0,0,0,0,0,0,0,0,0
AP00321,0,0,0,0,0,0,0,0,0
AP00322,0,0,0,0,0,0,0,0,0
AP00323,0,0,0,0,0,0,0,0,0
AP00324,0,0,0,0,0,0,0,0,0
AP00325,0,0,0,0,0,0,0,0,0
AP00326,0,0,0,0,0,0,0,0,0
AP00327,0,0,0,0,0,0,0,0,0
AP00328,0,0,0,0,0,0,0,0,0
AP00329,0,0,0,0,0,0,0,0,0
AP00330,0,0,0,0,0,0,0,0,0
AP00331,0,0,0,0,0,0,0,0,0
AP00332,0,0,0,0,0,0,0,0,0
AP00333,0,0,0,0,0,0,0,0,0
AP00334,1,1,1,1,1,1,1,1,1
AP00335,0,0,0,0,0,0,0,0,0
AP00336,0,0,0,0,0,0,0,0,0
AP00337,0,0,0,0,0,0,0,0,0
AP00338,0,0,0,0,0,0,0,0,0
AP00339,0,0,0,0,0,0,0,0,0
AP00340,0,0,0,0,0,0,0,0,0
AP00341,0,0,0,0,0,0,0,0,0
AP00342,0,0,0,0,0,0,0,0,0
AP00343,0,0,0,0,0,0,0,0,0
AP00344,0,0,0,0,0,0,0,0,0
AP00345,0,0,0,0,0,0,0,0,0
AP00346,0,0,0,0,0,0,0,0,0
AP00347,0,0,0,0,0,0,0,0,0
AP00348,0,0,0,0,0,0,0,0,0
AP00349,0,0,0,0,0,0,0,0,0
AP00350,0,0,0,0,0,0,0,0,0
AP00351,0,0,0,0,0,0,0,0,0
AP00352,0,0,0,0,0,0,0,0,0
AP00353,0,0,0,0,0,0,0,0,0
AP00354,0,0,0,0,0,0,0,0,0
AP00355,0,0,0,0,0,0,0,0,0
AP00356,0,0,0,0,0,0,0,0,0
AP00357,0,0,0,0,0,0,0,0,0
AP00358,0,0,0,0,0,0,0,0,0
AP00359,0,0,0,0,0,0,0,0,0
AP00360,0,1,0,0,0,0,0,0,0
AP00361,0,0,0,0,0,0,0,0,0
AP00362,0,0,0,0,0,0,1,1,0
AP00363,0,0,0,0,0,0,1,1,0
AP00364,0,0,0,0,0,0,0,0,0
AP00365,0,0,0,0,0,0,0,1,0
AP00366,0,0,0,0,0,0,0,0,0
AP00367,0,0,0,0,0,0,0,0,0
AP00368,0,0,0,0,0,0,0,0,0
AP00369,0,0,0,0,0,0,0,0,0
AP00370,0,0,0,0,0,0,0,0,0
AP00371,0,0,0,0,0,0,0,0,0
AP00372,0,0,0,0,0,0,0,0,0
AP00373,0,0,0,0,0,0,0,0,0
AP00374,0,0,0,0,0,0,0,0,0
AP00375,0,0,0,0,0,0,0,0,0
AP00376,0,0,0,0,0,0,0,0,0
AP00377,0,0,0,0,0,0,0,0,0
AP00378,0,0,0,0,0,0,0,0,0
AP00379,0,0,0,0,0,0,0,0,0
AP00380,0,0,0,0,0,0,0,0,0
AP00381,0,0,0,0,0,0,0,0,0
AP00382,0,0,0,0,0,0,0,0,0
AP00383,0,0,0,0,0,0,0,0,0
AP00384,0,0,0,0,0,0,0,0,0
AP00385,0,0,0,0,0,0,0,0,0
AP00386,0,0,0,0,0,0,0,0,0
AP00387,0,0,0,0,0,0,0,0,0
AP00388,0,0,0,0,0,0,0,0,0
AP00389,0,0,0,0,0,0,0,0,0
AP00390,0,0,0,0,0,0,0,0,0
AP00391,0,0,0,0,0,0,0,0,0
AP00392,0,0,0,0,0,0,0,0,0
AP00393,0,0,0,0,0,0,0,0,0
AP00394,1,1,0,0,0,0,0,0,0
AP00395,1,0,0,0,0,0,0,0,0
AP00396,1,1,1,1,0,0,1,1,1
AP00397,0,0,0,0,0,0,0,0,0
AP00398,0,0,0,0,0,0,0,0,0
AP00399,0,0,0,0,0,0,0,0,0
AP00400,0,0,0,0,0,0,0,0,0
AP00401,0,0,0,0,0,0,0,0,0
AP00402,0,0,0,0,0,0,0,0,0
AP00403,0,0,0,0,0,0,0,0,0
AP00404,0,1,1,1,1,1,1,1,1
AP00405,0,0,0,0,0,0,0,0,0
AP00406,0,0,0,0,0,0,0,0,0
AP00407,0,0,0,0,1,0,0,0,0
AP00408,0,0,0,0,0,0,0,0,0
AP00409,1,0,0,0,0,0,0,0,0
AP00410,0,0,0,1,0,0,0,0,1
AP00411,1,1,0,1,1,1,1,1,1
AP00412,0,0,0,0,0,0,0,0,0
AP00413,0,0,0,0,0,0,0,0,0
AP00414,0,0,0,0,0,0,0,0,0
AP00415,0,0,0,0,0,0,0,0,0
AP00416,0,0,0,0,0,0,0,0,0
AP00417,0,0,0,0,0,0,0,0,0
AP00418,0,0,0,0,0,0,0,0,0
AP00419,0,0,0,0,0,0,0,0,0
AP00420,0,0,0,0,0,0,0,0,0
AP00421,1,0,0,0,0,0,0,0,0
AP00422,0,0,0,0,0,0,0,0,0
AP00423,0,0,0,0,0,0,0,0,0
AP00424,0,0,0,0,0,0,0,0,0
AP00425,0,0,0,0,0,0,0,0,0
AP00426,0,0,0,0,0,0,0,0,0
AP00427,0,0,0,0,0,0,0,0,0
AP00428,0,0,0,0,0,0,0,0,0
AP00429,1,0,0,0,0,0,0,0,0
AP00430,0,0,0,0,0,0,0,0,0
AP00431,0,0,0,0,0,0,0,0,0
AP00432,0,0,0,0,0,0,0,0,0
AP00433,0,0,0,1,0,0,0,0,1
AP00434,0,0,0,0,0,0,0,0,0
AP00435,0,0,0,0,0,0,0,0,0
AP00436,0,0,0,0,0,0,0,0,0
AP00437,0,0,0,0,0,0,0,0,0
AP00438,0,0,0,0,0,0,0,0,0
AP00439,0,0,0,0,0,0,0,0,0
AP00440,0,0,0,0,0,0,0,0,0
AP00441,0,0,0,0,0,0,0,0,0
AP00442,0,0,0,0,0,0,0,0,0
AP00443,0,1,0,0,0,0,0,0,0
AP00444,0,0,0,0,0,0,0,0,0
AP00445,0,0,0,0,0,0,0,0,0
AP00446,0,0,0,0,0,0,0,0,0
AP00447,0,0,0,0,0,0,0,0,0
AP00448,0,0,0,0,0,0,0,0,0
AP00449,0,0,0,0,0,0,0,0,0
AP00450,0,0,0,0,0,0,1,1,1
AP00451,0,0,0,0,0,0,0,0,0
AP00452,0,0,0,0,0,0,0,0,0
AP00453,0,0,0,0,0,0,0,0,0
AP00454,0,0,0,0,0,0,0,0,0
AP00455,0,0,0,0,0,0,0,0,0
AP00456,0,0,0,0,0,0,0,0,0
AP00457,0,0,0,0,0,0,0,0,0
AP00458,0,0,0,0,0,0,0,0,0
AP00459,0,1,0,0,0,0,0,0,0
AP00460,0,0,0,0,0,0,0,0,0
AP00461,0,0,0,0,0,0,0,0,0
AP00462,0,0,0,0,0,0,0,0,0
AP00463,0,0,0,0,0,0,0,0,0
AP00464,0,0,0,0,0,0,0,0,0
AP00465,0,0,0,0,0,0,0,0,0
AP00466,0,0,0,0,0,0,0,0,0
AP00467,0,0,0,0,0,0,0,0,0
AP00468,0,0,0,0,0,0,0,0,0
AP00469,0,0,0,0,0,0,0,0,0
AP00470,1,0,0,0,0,0,0,0,0
AP00471,0,0,0,0,0,0,0,0,0
AP00472,0,0,0,0,0,0,0,0,0
AP00473,0,0,0,0,0,0,0,0,0
AP00474,0,0,0,0,0,0,0,0,0
AP00475,0,0,0,0,0,0,0,0,0
AP00476,0,0,0,0,0,0,0,0,0
AP00477,0,0,0,0,0,0,0,0,0
AP00478,0,0,0,0,0,0,0,0,0
AP00479,0,0,0,0,0,0,0,0,0
AP00480,0,0,1,0,0,0,0,0,0
AP00481,0,0,0,0,0,0,0,0,0
AP00482,0,0,0,0,0,0,0,0,0
AP00483,0,0,0,0,0,0,0,0,0
AP00484,0,0,0,0,0,0,0,0,0
AP00485,0,0,0,0,0,0,0,0,0
AP00486,0,0,0,0,0,0,0,0,0
AP00487,0,0,0,0,0,0,0,0,0
AP00488,0,0,0,0,0,0,0,0,0
AP00489,0,0,0,0,0,0,0,0,0
AP00490,0,0,0,0,0,0,0,0,0
AP00491,0,0,0,0,0,0,0,0,0
AP00492,0,0,0,0,0,0,0,0,0
AP00493,0,0,0,0,0,0,0,0,0
AP00494,0,0,0,0,0,0,0,0,0
AP00495,0,1,1,0,0,0,0,0,0
AP00496,0,0,0,0,0,0,0,0,0
AP00497,0,0,0,1,0,0,1,1,0
AP00498,0,0,0,0,0,0,0,0,0
AP00499,0,1,1,1,1,1,1,1,1
AP00500,0,0,0,0,0,0,0,0,0
AP00501,0,0,0,0,0,0,0,0,0
AP00502,0,0,0,0,0,0,0,0,0
AP00503,0,0,0,0,0,0,0,0,0
AP00504,0,0,0,0,0,0,0,0,0
AP00505,0,0,0,1,0,1,1,1,0
AP00506,0,0,0,0,0,0,0,1,1
AP00507,0,0,0,0,0,0,0,0,0
AP00508,0,0,0,0,0,0,0,0,0
AP00509,0,0,0,0,0,0,0,0,0
AP00510,0,0,0,0,0,0,0,0,0
AP00511,0,1,1,1,1,1,1,1,1
AP00512,0,1,1,1,1,1,1,1,1
AP00513,0,0,0,0,0,0,0,0,0
AP00514,0,0,0,0,0,0,0,0,0
AP00515,0,0,0,0,0,0,0,0,0
AP00516,0,0,0,0,0,0,0,0,0
AP00517,0,0,0,0,0,0,0,0,0
AP00518,1,0,0,0,0,0,0,0,0
AP00519,0,1,0,0,0,1,0,0,0
AP00520,1,0,0,0,0,0,0,0,0
AP00521,0,0,0,0,1,1,0,0,0
AP00522,0,0,0,0,0,0,0,0,0
AP00523,1,1,0,1,0,1,1,1,1
AP00524,0,0,0,0,0,0,0,0,0
AP00525,0,0,0,0,0,0,0,0,0
AP00526,0,0,0,0,0,0,0,0,0
AP00527,0,0,0,0,0,0,0,0,0
AP00528,1,1,1,1,1,1,1,1,1
AP00529,0,0,0,0,0,0,0,0,0
AP00530,0,0,0,0,0,0,0,0,0
AP00531,0,0,0,0,0,0,0,0,0
AP00532,0,0,0,0,0,0,0,0,0
AP00533,0,0,0,0,0,0,0,0,0
AP00534,0,0,0,0,0,0,0,0,0
AP00535,0,0,0,0,0,0,0,0,0
AP00536,1,0,0,1,0,0,0,0,1
AP00537,0,1,0,1,0,0,1,1,1
AP00538,0,0,0,0,0,0,0,0,0
AP00539,0,0,0,0,0,0,0,0,0
AP00540,0,0,0,0,0,0,0,0,0
AP00541,1,0,0,0,0,0,0,0,0
AP00542,0,0,0,0,0,1,0,0,0
AP00543,0,0,0,0,0,0,0,0,0
AP00544,0,0,0,0,0,0,0,0,0
AP00545,0,0,0,0,0,0,0,0,0
AP00546,0,0,0,0,0,0,0,0,0
AP00547,0,0,0,0,0,0,0,0,0
AP00548,0,0,0,0,0,0,0,0,0
AP00549,0,0,0,0,0,0,0,0,0
AP00550,1,0,0,0,0,0,0,0,0
AP00551,0,1,1,1,1,1,1,1,1
AP00552,0,0,0,0,0,0,0,0,0
AP00553,0,0,0,1,0,0,1,1,0
AP00554,0,0,0,0,0,0,0,0,0
AP00555,1,0,0,1,1,1,0,0,1
AP00556,0,0,0,0,0,0,0,0,0
AP00557,1,0,0,0,0,0,0,0,0
AP00558,0,1,0,0,0,0,0,0,0
AP00559,0,0,0,0,0,0,0,0,0
AP00560,0,0,0,0,0,0,0,1,0
AP00561,0,0,0,0,0,0,0,0,0
AP00562,0,0,0,0,0,0,0,0,0
AP00563,0,0,0,0,0,0,0,0,0
AP00564,0,0,0,0,0,0,0,0,0
AP00565,0,0,0,0,0,0,0,0,0
AP00566,1,0,0,0,0,0,0,0,0
AP00567,0,0,0,0,0,0,0,0,0
AP00568,0,0,0,0,0,0,0,0,0
AP00569,0,0,0,0,0,0,0,0,0
AP00570,0,0,0,0,0,0,0,0,0
AP00571,1,0,0,0,0,0,0,0,0
AP00572,0,0,0,0,0,0,0,0,0
AP00573,0,0,0,0,0,0,0,0,0
AP00574,0,0,0,0,0,0,0,0,0
AP00575,0,0,0,0,0,0,0,0,0
AP00576,0,0,0,0,0,0,0,0,0
AP00577,0,0,0,0,0,0,0,0,0
AP00578,0,0,0,0,0,0,0,0,0
AP00579,0,0,0,0,0,0,0,0,0
AP00580,0,0,0,0,0,0,0,0,0
AP00581,0,0,0,0,0,0,0,0,0
AP00582,0,0,0,0,0,0,0,0,0
AP00583,0,0,0,0,0,0,0,0,0
AP00584,0,0,0,0,0,0,0,0,0
AP00585,0,0,0,0,0,0,0,0,0
AP00586,0,0,0,0,1,1,0,0,0
AP00587,0,0,0,0,0,0,0,0,0
AP00588,0,0,0,0,0,0,0,0,0
AP00589,0,0,0,0,1,1,0,0,0
AP00590,1,0,0,0,0,0,0,0,0
AP00591,0,0,0,0,1,0,0,0,0
AP00592,0,0,0,0,0,0,0,0,0
AP00593,0,0,0,0,0,0,0,0,0
AP00594,0,0,0,0,0,0,0,0,0
AP00595,0,0,0,0,1,0,0,0,0
AP00596,0,0,0,0,1,1,0,0,0
AP00597,0,0,0,0,0,0,0,0,0
AP00598,1,0,0,0,0,0,0,0,0
