# ID,H_Eisenberg,uH_Eisenberg,H_GRAVY,uH_GRAVY,Z3_1,Z3_2,Z3_3, Z5_1,Z5_2,Z5_3, Z5_4,Z5_5,S_AASI, uS_AASI, modlas_ABHPRK, H_argos, uH_argos, B_Builkiness, uB_Builkiness, charge_phys, charge_acid, Ez, flexibility, u_flexibility, Grantham, H_HoppWoods, uH-HoppWoods, ISAECI, H_Janin, uH_Janin, H_KyteDoolittle, uH_KyteDoolittle, F_Levitt, uF_Levitt, MSS_shape, u_MSS_shape, MSW, pepArc, pepcats, polarity, u_polarity, PPCALI, refractivity, u_refractivity, t_scale, TM_tend, u_TM_tend,Length,BomanIndex,Aromaticity,AliphaticIndex,InstabilityIndex, NetCharge, MW, IsoelectricPoint, HydrophobicRatio,Average KNN
AP00011,0.5435713214281593,0.24583067518578486,0.5172390715106359,0.3802928699664419,0.2366506353330909,0.3690232829294038,0.2162944429378809,0.2357186430194816,0.5329854094692247,0.26335888772868604,0.21921721833879892,0.30338574450462685,0.44887673642122,0.23542796377921835,0.0,0.3408360366948903,0.1942268648428628,0.3840611252851594,0.04506960721561519,0.5799734160389899,0.5799734160389899,0.2703464495102553,0.5536779194917612,0.3845991681195866,0.2301597173246861,0.4172901485795985,0.1968458224202614,0.3629510490073799,0.6130948136225182,0.2567181938414544,0.5201344719728976,0.3686302522739687,0.5159168720687937,0.04856879437289395,0.4521991969198682,0.23107597263136706,0.21604492677376336,1.0,0.5,0.4515654200615429,0.2795503575016001,0.5343340804245057,0.1956032305077484,0.3224417863161069,0.2574640092786024,0.5718261525700095,0.2810486358411695,0.35106382978723405,0.498568943191993,0.0810810810810811,0.3074534161490683,0.22489948188060055,0.3025167043047051,0.322721388502661,0.8170823176448528,0.5749385749385749,0
AP00012,0.6861446508522074,0.6070120688385046,0.6513413124226168,0.8822241884266537,0.6292331710466247,0.2487984576853645,0.2141331777310952,0.6101770869341416,0.2762807696784642,0.2549536918566666,0.22835572231829016,0.09569223600052952,0.515709201830198,0.43359662945247895,0.5,0.4097336980598704,0.5884233225623624,0.5571752563765449,0.6435254797994333,0.5409836065573771,0.5409836065573771,0.7225482211208373,0.6500380565553201,0.6812250102352632,0.4436302408757456,0.4076668747543409,0.728286646434018,0.5494663798275142,0.6426976717214185,0.6479263358588476,0.6555448694236887,0.8758304731513984,0.5611518342926123,0.12483024236539847,0.6454699363565671,0.3411376180661046,0.20747292544485849,1.0,0.5,0.37430471904762497,0.7505311083531335,0.5642344111910846,0.3255999649702761,0.2485050994042612,0.5626659091576958,0.6364019700858786,0.8204839655818149,0.09574468085106384,0.34400074703022143,0.1153846153846154,0.5387004300047777,0.22936745679875956,0.2559309012176099,0.09694398927524216,0.4112132008250516,0.6363636363636364,0
AP00013,0.6782629637332924,0.5936075441858023,0.6288898060255883,0.8329711674717235,0.6510262544637174,0.24111853378831935,0.20701772210404892,0.6276414865049011,0.2841204444611289,0.2386900793544481,0.2235923013745513,0.10445825384612242,0.4918488391798002,0.4681748294614778,0.5,0.4230382470623808,0.6187607781157347,0.5443071259531949,0.6191683780289424,0.5409836065573771,0.5409836065573771,0.7377588262927764,0.5732970650756629,0.7815394585140152,0.4622335348265144,0.3934244294929597,0.7576785123263678,0.5722211820269544,0.6312157499492593,0.6249554219052911,0.6318709772878598,0.8249565858144631,0.5768968352548063,0.15101463502688425,0.654889799088104,0.3553427402123582,0.2687606644148066,1.0,0.5,0.37430471904762497,0.7505311083531335,0.6085509865588927,0.3635114264750245,0.3516791745243725,0.5854989274064788,0.6366177087087308,0.8209230644237969,0.09574468085106384,0.3595283037745036,0.2307692307692308,0.4362159579550884,0.22936745679875956,0.2559309012176099,0.10014223841715812,0.4112132008250516,0.6363636363636364,0
AP00014,0.7513163512167353,0.4352033806715985,0.7264548080891459,0.6885503867305769,0.4688269602653818,0.5669847359666339,0.19206414738783464,0.48920342676989503,0.5928047781118106,0.22131723518587465,0.1086297544777621,0.10483042221740783,0.5272326724284021,0.3290085466254425,0.5,0.4625651339244903,0.5040350660523282,0.4822128500525903,0.7632592824237299,0.5860655737704918,0.5860655737704918,0.5617298449752471,0.5473739581538349,0.7213227482322645,0.29709718818459985,0.3122933573790201,0.5543451470875208,0.516692228403954,0.7224839803995478,0.4349326066041929,0.7267638282656408,0.6755747238799401,0.4206277007050259,0.4151858740942638,0.3887539212454197,0.5031615193849687,0.11611588954277954,1.0,0.5,0.2981262509881756,0.6465954419781181,0.4940830771685711,0.19786648028080706,0.4223292055686992,0.2827900165541831,0.7246390668323931,0.6121480795001862,0.1276595744680851,0.2411156762957973,0.09375,0.5401785714285714,0.10495349296445007,0.279212162130701,0.11285344554468478,0.7018563660228764,0.6647727272727273,0
AP00015,0.7513163512167353,0.4296379858805593,0.7264548080891459,0.7124666756350577,0.4688269602653818,0.5669847359666339,0.19206414738783464,0.48920342676989503,0.5928047781118105,0.22131723518587465,0.1086297544777621,0.10483042221740783,0.5272326724284021,0.327183914717952,0.5,0.4625651339244903,0.5718772840802264,0.4822128500525903,0.7851836138952686,0.5860655737704918,0.5860655737704918,0.5617298449752475,0.5473739581538349,0.6825776619667745,0.29709718818459985,0.3122933573790201,0.531677315829558,0.516692228403954,0.7224839803995478,0.4349326066041929,0.7267638282656408,0.6969633603737095,0.4206277007050259,0.4766739341028076,0.3887539212454197,0.4530294378020348,0.11611588954277954,1.0,0.5,0.2981262509881756,0.6527538573191879,0.4940830771685712,0.19786648028080706,0.3300563502442615,0.28279001655418323,0.7246390668323931,0.6066258528445025,0.1276595744680851,0.2411156762957973,0.09375,0.5401785714285714,0.13307037575254305,0.279212162130701,0.11285344554468478,0.7018563660228764,0.6647727272727273,0
AP00016,0.7609221573929129,0.4458252783062099,0.7339661576557988,0.7286989053678178,0.4773300305548021,0.5766912452213355,0.1927410129791044,0.4723095664828375,0.6035730779987915,0.2264840146089621,0.11037979391144012,0.09048672114193684,0.5373665480427047,0.30963108559503344,0.5,0.4241018374622909,0.4898413607435329,0.4822128500525903,0.7851836138952686,0.5860655737704918,0.5860655737704918,0.5549000831135048,0.5847851915001677,0.5906053900184847,0.29731311927509946,0.3122933573790201,0.531677315829558,0.5145546669315979,0.7318130418394272,0.4535450096089621,0.7363813469458214,0.7172899883651647,0.378411416875142,0.4482631569292925,0.4062326895131935,0.4760218476081651,0.11144748755092802,1.0,0.5,0.30154912283652635,0.6449695997246768,0.5239734603792512,0.19870060575578224,0.332350791133245,0.29177808905301583,0.7272683812984032,0.6119524336723409,0.1276595744680851,0.2411156762957973,0.09375,0.5401785714285714,0.13307037575254305,0.279212162130701,0.11285344554468478,0.7018563660228764,0.6647727272727273,0
AP00017,0.7554788672264123,0.3956345134687176,0.7275278580272392,0.6897356201091485,0.4570223734144562,0.5764140738245082,0.20307651483345904,0.4619000896910787,0.6226202987521389,0.2208174373467948,0.11049478047679397,0.0983352886112894,0.5289950855787157,0.4411316431568553,0.5,0.4655818630587805,0.5545125506629518,0.5236737444123062,0.8079014839440981,0.5860655737704918,0.5860655737704918,0.5609980847757748,0.5182430777881571,0.8122874477235968,0.31702762783774924,0.3007213706041479,0.5181225631472512,0.5352177611643731,0.7185261967583868,0.4059292085896702,0.7277255801336588,0.6729070934414753,0.4206277007050259,0.3041077589291155,0.4149940310752485,0.5297212550483372,0.13385581711181532,1.0,0.5,0.29128050729147403,0.6479323755281506,0.4990908013211816,0.21174871145433632,0.3634714767516231,0.28459134513349466,0.7283201070848073,0.5915380733596272,0.1276595744680851,0.2357180494507328,0.09375,0.5401785714285714,0.13307037575254305,0.279212162130701,0.11417241778046022,0.7018563660228764,0.6647727272727273,0
AP00018,0.7545182866087946,0.4350310473253631,0.7157243087082131,0.6893090555265533,0.4950369108311901,0.5704513070549863,0.18695970528212927,0.4864993911340794,0.6099428137597066,0.2132698294509096,0.10650951439465224,0.09760911064148108,0.5179800033892562,0.3437514021923121,0.5,0.4349117835268306,0.5127074967339239,0.4717574940836184,0.7663033286237414,0.5860655737704918,0.5860655737704918,0.5672586998157053,0.5224331359229464,0.7444066245062791,0.3124282956100989,0.30072137060414783,0.5555004668422944,0.5330429437186427,0.7224839803995478,0.4349326066041929,0.7171463095854603,0.6766707659026859,0.3912042301569249,0.4559097858268558,0.4138863279825672,0.4862521014013077,0.16124377546401086,1.0,0.5,0.30154912283652635,0.6449695997246768,0.5599806778655952,0.22950366822839036,0.4173092277406541,0.31032991638015195,0.7274436689294705,0.6123075731035573,0.1276595744680851,0.25373181615052665,0.1875,0.4569099378881987,0.13307037575254305,0.279212162130701,0.11605169468660073,0.7018563660228764,0.6647727272727273,0
AP00019,0.7705279635690906,0.4297784655618678,0.7371853074700786,0.6894552240411379,0.5265059561799432,0.5569724014132459,0.18867847243528404,0.5169738727497221,0.5707061671379755,0.2305389089715414,0.11022180424034418,0.09199753103577957,0.5197424165395697,0.4294377252943706,0.5,0.43993966541731416,0.5162741551541383,0.4810110849986853,0.7358590623104607,0.5860655737704918,0.5860655737704918,0.6249864488851956,0.6139160718658455,0.5827622850855312,0.3162430782089324,0.30733393447550345,0.5044708624276324,0.5280040733197555,0.737467018469657,0.4386850624389708,0.7395871865058816,0.6790596735623989,0.3860871048442116,0.3916837381385705,0.4149789558260583,0.4770725715750564,0.1257639203259393,1.0,0.5,0.2935932585403596,0.5914171437670248,0.4927411328079446,0.21401276633308305,0.28770088849314474,0.3122240969480878,0.7362080504828377,0.584715591250327,0.1276595744680851,0.2353928912070541,0.09375,0.56152950310559,0.1976662936652202,0.279212162130701,0.11417241778046022,0.7018563660228764,0.6647727272727273,0
AP00020,0.7383956001640729,0.411179271518526,0.6745696875531064,0.6865461035441142,0.4872502521785601,0.5245342072600897,0.17295015243549036,0.4490648714962425,0.5550527453318205,0.20588113628644472,0.22886962762129975,0.10737700444043263,0.5420576771633921,0.3511965190973357,0.5,0.3885665428069025,0.4586197474619489,0.4088132820838038,0.7763486348503836,0.5876567020250724,0.6258437801350049,0.5719314430502457,0.5877135374515121,0.4950240644138454,0.2974740091072369,0.320656305804558,0.4878154682864509,0.4963825180362741,0.7273896365934237,0.4177645963833676,0.6777333408764853,0.6825001445264629,0.420928708076362,0.3202900918188229,0.42445747055995375,0.6357476922817539,0.14965515404894414,1.0,0.5,0.3501332243660588,0.5497274763729139,0.4599085669920188,0.2110179754485061,0.38728316840162397,0.3185194617768156,0.6934584905766494,0.5763567882209,0.13829787234042554,0.2840939453279028,0.08823529411764708,0.4903178662769455,0.2671301931913187,0.2801899750890508,0.12442712137834948,0.7018563660228764,0.6256684491978609,0
AP00021,0.7185059309051641,0.4443490179461833,0.6705299701391082,0.695334027627395,0.4830538817963164,0.38931527748696987,0.17443913788367782,0.4565979966557854,0.4357375731312106,0.21412104427280984,0.2399532107012604,0.11382016428182072,0.5200793484653646,0.31637284662451104,0.5,0.3940084855589553,0.4462680832592554,0.4463649054152295,0.7089394242575351,0.5876567020250724,0.6258437801350049,0.5727732064169577,0.5759766799310938,0.4704991759112251,0.3177156435672831,0.3253239979490444,0.49703174336552597,0.4965403080411535,0.7122236757499835,0.44664386327989003,0.6738109018853528,0.6908610945553968,0.4522334746953133,0.2693142488828754,0.5314465526194193,0.4931466774280594,0.15404894415892206,1.0,0.5,0.3523099314238337,0.5546417536276251,0.4792738130121748,0.22882199834498945,0.3436365942319975,0.3584742186700225,0.6878492863824944,0.5875144544148361,0.13829787234042554,0.3106574611408926,0.08823529411764708,0.4903178662769455,0.3084329799201715,0.2801899750890508,0.1272502672258432,0.7018563660228764,0.6256684491978609,0
AP00022,0.7329711449116433,0.4435389780590122,0.6947682746230974,0.6971261008898766,0.50987682310992,0.40698993767432257,0.18493620004714556,0.4897849659678815,0.4480839285144445,0.2280160890421717,0.2461377391976517,0.07806856208803009,0.5399842499277293,0.2791854888796141,0.5,0.3821781752284056,0.44501430707895134,0.5088001345686842,0.6957228061729434,0.5876567020250724,0.6258437801350049,0.5823386992205183,0.5877135374515121,0.4493151764323096,0.35212913187285083,0.3097650241340901,0.4939430788127828,0.5219751802166396,0.7231325247777213,0.4431087876672156,0.6988541662133523,0.6920980839782657,0.4064803542522303,0.2849259960388177,0.5808390836443993,0.4606728845484189,0.16459404042286901,1.0,0.5,0.3286273586352442,0.5599739071466776,0.5060957297532882,0.25568224078627083,0.3253733482702574,0.3966636954030307,0.7056667585286337,0.5864312630832266,0.13829787234042554,0.297008465688596,0.08823529411764708,0.5284983558640847,0.29022629978891706,0.2801899750890508,0.1298872715888868,0.7018563660228764,0.6256684491978609,0
AP00023,0.4687604072069587,0.18968506458792733,0.41628806412771097,0.2957350747477158,0.3062308664350747,0.31573292366662564,0.3731241065131652,0.3307606800627213,0.4222907078775788,0.3769507276933333,0.18334947221673792,0.5226692997565211,0.3862214511955868,0.09913564626530612,0.5,0.2856355252133904,0.1516920058887814,0.3764785871707361,0.061286313231010324,0.5588304884231875,0.5655230691228663,0.5592395132998373,0.6064605658719606,0.16314111807991102,0.23828394060105604,0.41192492539949616,0.19056872152291449,0.3580450113611514,0.5892337404455568,0.21838329710415386,0.417337515924328,0.2890409123066628,0.300401632790867,0.05618895140558766,0.6596319112223401,0.06334679993613335,0.23606333975815905,1.0,0.5,0.4853484715727107,0.27226405746080906,0.3375402533472281,0.3159514379718472,0.17428131907535832,0.35802195234338186,0.4958182318192884,0.20557298058740275,0.9893617021276596,0.6003712872223245,0.13917525773195874,0.17221617468143682,0.21588008983980908,0.3015854538681815,0.9562943554945113,0.525454715919745,0.4142455482661667,0
AP00024,0.6225985484559555,0.20124949502974496,0.4066859265373505,0.4109569501997298,0.15628207872017616,1.1215352704099428,0.037855307749752834,0.11425548307090545,1.0422784696283884,0.044939238300353734,0.6044649121852783,0.0211663267071893,0.8568039315370276,0.5630116742654614,0.0,0.14346222994179847,0.17552603889763668,-0.027856297659742187,0.22233434041018293,0.559016393442623,0.7213114754098361,0.24590756332887684,0.6566480139547679,0.18771540814194024,0.02182343554653261,0.3133954513575794,0.06743950956365749,0.2022875167651879,0.7516019600452319,0.1818002652006871,0.4061798722596237,0.398627450742852,0.147714350693655,0.3145259294492665,0.032101709563509995,0.2619807997616185,0.16176248679643884,0.0,0.5,0.5367713431898588,0.3778149265206517,0.2521576738348869,0.031071174153989443,0.23135238092191546,0.05464649037169085,0.5638418799332844,0.24921791821950184,0.0851063829787234,0.4343247046896157,0.0,0.16511387163561073,0.0936216752659534,0.2588643400926594,0.06699495255742419,0.5207200450028127,0.19696969696969696,1
AP00025,0.5990520081881971,0.2111622055062712,0.3726784977300868,0.4396948025338313,0.15803729311531398,1.0468547246798978,0.04178314867341998,0.12062053009153785,0.9884257596382521,0.03878268640299215,0.7275346231876717,0.01762819071648072,0.8736146415861722,0.5924542615364087,0.0,0.1309569852398264,0.18374207148472546,-0.0014790954509597207,0.2874292991253182,0.5631778058007567,0.7629255989911728,0.22660243669892136,0.5883996921988598,0.15093536406918495,0.06466342567578043,0.31000439296201243,0.0445877864586945,0.22188320347875254,0.7401200382730726,0.1663941211419151,0.3718527286626717,0.4193633957184143,0.2037403124507968,0.5277186831292536,0.11702668893882108,0.5436298879484993,0.2097712156562315,0.0,0.5,0.5568199314519938,0.428872821668149,0.2260158502449153,0.07532565577271734,0.4116426133772851,0.12157039445973605,0.5412612374080965,0.2752218054887056,0.09574468085106384,0.4648595649882944,0.0,0.15241280458671758,0.07204471655070904,0.2598421530510092,0.07988760062686437,0.5267204200262516,0.18181818181818185,1
AP00026,0.3697737298989611,0.3653235163107743,0.41509863805200176,0.3838207277166292,0.38499834518709336,0.3167429153086361,0.5476511282287116,0.4172279364188197,0.4896940709477922,0.5532325544466729,0.30952418508264745,0.4126320384896807,0.3571245551601425,0.2345070245518679,0.5,0.3573818447755736,0.20323196185589296,0.5274040231396266,0.06761027994751673,0.766032786885246,0.766032786885246,0.3739731868608396,0.4961435140258114,0.2411757005112429,0.5414073821387037,0.43224526600541024,0.30403993115081795,0.5188733793651581,0.4829249905767056,0.4056307213079747,0.419516164829474,0.3720886704346366,0.5117125312713205,0.09441161924168244,0.7273699999247082,0.09640831111119257,0.5002444545043007,1.0,1.0,0.3718863640186365,0.2376601087143197,0.4646545987259825,0.5967512435256623,0.19077292206513252,0.5286353410586188,0.5202396659973866,0.297480012288714,0.22340425531914893,0.6327076510568478,0.24,0.17354037267080746,0.4387979564246545,0.4349870789001932,0.2547938483059715,0.9069004312769549,0.4727272727272728,0
